"","age_level","Sex","Year","Outcome_value1","outcome_type","outcome_label1","domain","date_resolution","update_frequency","source","url","geo_strata","age_strata","race_strata","race_level","additional_strata1","additional_strata_level","sex_strata","sex_level"
"572","70 to 74","Females",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"573","70 to 74","Males",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"574","70 to 74","Females",2013,23.79,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"575","70 to 74","Males",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"576","70 to 74","Females",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"577","70 to 74","Males",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"578","70 to 74","Females",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"579","70 to 74","Males",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"580","70 to 74","Females",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"581","70 to 74","Males",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"582","70 to 74","Females",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"583","70 to 74","Males",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"584","70 to 74","Females",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"585","70 to 74","Males",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"586","70 to 74","Females",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"587","70 to 74","Males",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"588","70 to 74","Females",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"589","70 to 74","Males",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"590","70 to 74","Females",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"591","70 to 74","Males",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"592","70 to 74","Females",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"593","70 to 74","Males",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"594","70 to 74","Females",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"595","70 to 74","Males",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"596","70 to 74","Females",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"597","70 to 74","Males",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"598","70 to 74","Females",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"599","75 to 79","Males",2023,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"600","75 to 79","Females",2023,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"601","75 to 79","Males",2022,26.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"602","75 to 79","Females",2022,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"603","75 to 79","Males",2021,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"604","75 to 79","Females",2021,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"605","75 to 79","Males",2020,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"606","75 to 79","Females",2020,34.97,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"607","75 to 79","Males",2019,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"608","75 to 79","Females",2019,36.98,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"609","75 to 79","Males",2018,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"610","75 to 79","Females",2018,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"611","75 to 79","Males",2017,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"612","75 to 79","Females",2017,35.16,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"613","75 to 79","Males",2016,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"614","75 to 79","Females",2016,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"615","75 to 79","Males",2015,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"616","75 to 79","Females",2015,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"617","75 to 79","Males",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"618","75 to 79","Females",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"619","75 to 79","Males",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"620","75 to 79","Females",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"621","75 to 79","Males",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"622","75 to 79","Females",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"623","75 to 79","Males",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"624","75 to 79","Females",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"625","75 to 79","Males",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"626","75 to 79","Females",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"627","75 to 79","Males",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"628","75 to 79","Females",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"629","75 to 79","Males",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"630","75 to 79","Females",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"631","75 to 79","Males",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"632","75 to 79","Females",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"633","75 to 79","Males",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"634","75 to 79","Females",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"635","75 to 79","Males",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"636","75 to 79","Females",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"637","75 to 79","Males",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"638","75 to 79","Females",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"639","75 to 79","Males",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"640","75 to 79","Females",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"641","75 to 79","Males",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"642","75 to 79","Females",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"643","75 to 79","Males",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"644","75 to 79","Females",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"645","80 to 84","Males",2023,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"646","80 to 84","Females",2023,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"647","80 to 84","Males",2022,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"648","80 to 84","Females",2022,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"649","80 to 84","Males",2021,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"650","80 to 84","Females",2021,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"651","80 to 84","Males",2020,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"652","80 to 84","Females",2020,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"653","80 to 84","Males",2019,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"654","80 to 84","Females",2019,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"655","80 to 84","Males",2018,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"656","80 to 84","Females",2018,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"657","80 to 84","Males",2017,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"658","80 to 84","Females",2017,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"659","80 to 84","Males",2016,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"660","80 to 84","Females",2016,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"661","80 to 84","Males",2015,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"662","80 to 84","Females",2015,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"663","80 to 84","Males",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"664","80 to 84","Females",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"665","80 to 84","Males",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"666","80 to 84","Females",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"667","80 to 84","Males",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"668","80 to 84","Females",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"669","80 to 84","Males",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"670","80 to 84","Females",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"671","80 to 84","Males",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"672","80 to 84","Females",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"673","80 to 84","Males",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"674","80 to 84","Females",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"675","80 to 84","Males",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"676","80 to 84","Females",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"677","80 to 84","Males",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"678","80 to 84","Females",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"679","80 to 84","Males",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"680","80 to 84","Females",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"681","80 to 84","Males",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"682","80 to 84","Females",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"683","80 to 84","Males",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"684","80 to 84","Females",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"685","80 to 84","Males",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"686","80 to 84","Females",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"687","80 to 84","Males",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"688","80 to 84","Females",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"689","80 to 84","Males",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"690","80 to 84","Females",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"691","85+","Males",2023,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"692","85+","Females",2023,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"693","85+","Males",2022,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"694","85+","Females",2022,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"695","85+","Males",2021,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"696","85+","Females",2021,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"697","85+","Males",2020,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"698","85+","Females",2020,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"699","85+","Males",2019,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"700","85+","Females",2019,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"701","85+","Males",2018,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"702","85+","Females",2018,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"703","85+","Males",2017,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"704","85+","Females",2017,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"705","85+","Males",2016,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"706","85+","Females",2016,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"707","85+","Males",2015,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"708","85+","Females",2015,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"709","85+","Males",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"710","85+","Females",2014,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"711","85+","Males",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"712","85+","Females",2013,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"713","85+","Males",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"714","85+","Females",2012,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"715","85+","Males",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"716","85+","Females",2011,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
