week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
7/29/2023,United States,RSV,Age Group,5-17 years,0
7/29/2023,United States,RSV,Age Group,0-4 years,0.4
7/29/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
7/29/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
7/29/2023,United States,RSV,Race/Ethnicity,"White, NH",0
7/29/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
7/29/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
7/29/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
6/24/2023,United States,COVID-19,Sex,Male,0.5
6/24/2023,United States,COVID-19,Sex,Invalid,0
6/24/2023,United States,COVID-19,Sex,Other,0
6/24/2023,United States,COVID-19,Sex,Female,0.5
6/24/2023,United States,COVID-19,Age Group,18-64 years,0.4
6/24/2023,United States,COVID-19,Age Group,65+ years,0.8
6/24/2023,United States,COVID-19,Age Group,5-17 years,0.2
6/24/2023,United States,COVID-19,Age Group,0-4 years,0.7
6/24/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.6
6/24/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.4
6/24/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.5
6/24/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1
6/24/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.6
6/24/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.5
6/24/2023,United States,Combined,Sex,Male,0.7
6/24/2023,United States,Combined,Sex,Invalid,0
6/24/2023,United States,Combined,Sex,Other,0
6/24/2023,United States,Combined,Sex,Female,0.8
6/24/2023,United States,Combined,Age Group,18-64 years,0.6
6/24/2023,United States,Combined,Age Group,65+ years,0.9
6/24/2023,United States,Combined,Age Group,5-17 years,0.6
6/24/2023,United States,Combined,Age Group,0-4 years,1.6
6/24/2023,United States,Combined,Race/Ethnicity,Hispanic,1
6/24/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.6
6/24/2023,United States,Combined,Race/Ethnicity,"White, NH",0.6
6/24/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.3
6/24/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.8
6/24/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.8
6/24/2023,United States,Influenza,Sex,Male,0.2
6/24/2023,United States,Influenza,Sex,Invalid,0
6/24/2023,United States,Influenza,Sex,Other,0
6/24/2023,United States,Influenza,Sex,Female,0.2
6/24/2023,United States,Influenza,Age Group,18-64 years,0.2
6/24/2023,United States,Influenza,Age Group,65+ years,0.1
6/24/2023,United States,Influenza,Age Group,5-17 years,0.4
6/24/2023,United States,Influenza,Age Group,0-4 years,0.5
6/24/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
6/24/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
6/24/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.1
6/24/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
6/24/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
6/24/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
6/24/2023,United States,RSV,Sex,Male,0
6/24/2023,United States,RSV,Sex,Invalid,0
6/24/2023,United States,RSV,Sex,Other,0
6/24/2023,United States,RSV,Sex,Female,0
6/24/2023,United States,RSV,Age Group,18-64 years,0
6/24/2023,United States,RSV,Age Group,65+ years,0
6/24/2023,United States,RSV,Age Group,5-17 years,0
6/24/2023,United States,RSV,Age Group,0-4 years,0.3
6/24/2023,United States,RSV,Race/Ethnicity,Hispanic,0
6/24/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
6/24/2023,United States,RSV,Race/Ethnicity,"White, NH",0
6/24/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
6/24/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
6/24/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
11/18/2023,United States,COVID-19,Sex,Male,1.5
11/18/2023,United States,COVID-19,Sex,Invalid,0.1
11/18/2023,United States,COVID-19,Sex,Other,0
11/18/2023,United States,COVID-19,Sex,Female,1.7
11/18/2023,United States,COVID-19,Age Group,18-64 years,1.3
11/18/2023,United States,COVID-19,Age Group,65+ years,2.7
11/18/2023,United States,COVID-19,Age Group,5-17 years,0.7
11/18/2023,United States,COVID-19,Age Group,0-4 years,1.9
11/18/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.4
11/18/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.2
11/18/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.9
11/18/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.7
11/18/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.3
11/18/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
11/18/2023,United States,Combined,Sex,Male,3.9
11/18/2023,United States,Combined,Sex,Invalid,0.6
11/18/2023,United States,Combined,Sex,Other,0
11/18/2023,United States,Combined,Sex,Female,3.8
11/18/2023,United States,Combined,Age Group,18-64 years,2.4
11/18/2023,United States,Combined,Age Group,65+ years,3.3
11/18/2023,United States,Combined,Age Group,5-17 years,5.7
11/18/2023,United States,Combined,Age Group,0-4 years,12.2
11/18/2023,United States,Combined,Race/Ethnicity,Hispanic,4.9
11/18/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3.3
11/18/2023,United States,Combined,Race/Ethnicity,"White, NH",3.4
11/18/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",4
11/18/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",4.1
11/18/2023,United States,Combined,Race/Ethnicity,"Black, NH",4.2
11/18/2023,United States,Influenza,Sex,Male,1.4
11/18/2023,United States,Influenza,Sex,Invalid,0.5
11/18/2023,United States,Influenza,Sex,Other,0
11/18/2023,United States,Influenza,Sex,Female,1.4
11/18/2023,United States,Influenza,Age Group,18-64 years,1
11/18/2023,United States,Influenza,Age Group,65+ years,0.4
11/18/2023,United States,Influenza,Age Group,5-17 years,4.5
11/18/2023,United States,Influenza,Age Group,0-4 years,2.8
11/18/2023,United States,Influenza,Race/Ethnicity,Hispanic,2.3
11/18/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.2
11/18/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.9
11/18/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.4
11/18/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.2
11/18/2023,United States,Influenza,Race/Ethnicity,"Black, NH",2.1
11/18/2023,United States,RSV,Sex,Male,1
11/18/2023,United States,RSV,Sex,Invalid,0
11/18/2023,United States,RSV,Sex,Other,0
11/18/2023,United States,RSV,Sex,Female,0.7
11/18/2023,United States,RSV,Age Group,18-64 years,0.1
11/18/2023,United States,RSV,Age Group,65+ years,0.2
11/18/2023,United States,RSV,Age Group,5-17 years,0.6
11/18/2023,United States,RSV,Age Group,0-4 years,7.8
11/18/2023,United States,RSV,Race/Ethnicity,Hispanic,1.3
11/18/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1
11/18/2023,United States,RSV,Race/Ethnicity,"White, NH",0.7
11/18/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.9
11/18/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.6
11/18/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.9
3/4/2023,United States,COVID-19,Sex,Male,1.5
3/4/2023,United States,COVID-19,Sex,Invalid,0.1
3/4/2023,United States,COVID-19,Sex,Other,10.5
3/4/2023,United States,COVID-19,Sex,Female,1.6
3/4/2023,United States,COVID-19,Age Group,18-64 years,1.2
3/4/2023,United States,COVID-19,Age Group,65+ years,2.6
3/4/2023,United States,COVID-19,Age Group,5-17 years,0.6
3/4/2023,United States,COVID-19,Age Group,0-4 years,1.7
3/4/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.3
3/4/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
3/4/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.7
3/4/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.8
3/4/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2
3/4/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
3/4/2023,United States,Combined,Sex,Male,1.8
3/4/2023,United States,Combined,Sex,Invalid,0.1
3/4/2023,United States,Combined,Sex,Other,10.5
3/4/2023,United States,Combined,Sex,Female,1.9
3/4/2023,United States,Combined,Age Group,18-64 years,1.5
3/4/2023,United States,Combined,Age Group,65+ years,2.8
3/4/2023,United States,Combined,Age Group,5-17 years,1.3
3/4/2023,United States,Combined,Age Group,0-4 years,3
3/4/2023,United States,Combined,Race/Ethnicity,Hispanic,1.8
3/4/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.6
3/4/2023,United States,Combined,Race/Ethnicity,"White, NH",2
3/4/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.2
3/4/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.6
3/4/2023,United States,Combined,Race/Ethnicity,"Black, NH",1.7
3/4/2023,United States,Influenza,Sex,Male,0.3
3/4/2023,United States,Influenza,Sex,Invalid,0
3/4/2023,United States,Influenza,Sex,Other,0
3/4/2023,United States,Influenza,Sex,Female,0.3
3/4/2023,United States,Influenza,Age Group,18-64 years,0.2
3/4/2023,United States,Influenza,Age Group,65+ years,0.2
3/4/2023,United States,Influenza,Age Group,5-17 years,0.6
3/4/2023,United States,Influenza,Age Group,0-4 years,0.7
3/4/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
3/4/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
3/4/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
3/4/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
3/4/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
3/4/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
3/4/2023,United States,RSV,Sex,Male,0.1
3/4/2023,United States,RSV,Sex,Invalid,0
3/4/2023,United States,RSV,Sex,Other,0
3/4/2023,United States,RSV,Sex,Female,0.1
3/4/2023,United States,RSV,Age Group,18-64 years,0
3/4/2023,United States,RSV,Age Group,65+ years,0.1
3/4/2023,United States,RSV,Age Group,5-17 years,0
3/4/2023,United States,RSV,Age Group,0-4 years,0.6
3/4/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
3/4/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
3/4/2023,United States,RSV,Race/Ethnicity,"White, NH",0.1
3/4/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
3/4/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.2
3/4/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
4/29/2023,United States,COVID-19,Sex,Male,0.7
4/29/2023,United States,COVID-19,Sex,Invalid,0
4/29/2023,United States,COVID-19,Sex,Other,0
4/29/2023,United States,COVID-19,Sex,Female,0.7
4/29/2023,United States,COVID-19,Age Group,18-64 years,0.6
4/29/2023,United States,COVID-19,Age Group,65+ years,1.2
4/29/2023,United States,COVID-19,Age Group,5-17 years,0.3
4/29/2023,United States,COVID-19,Age Group,0-4 years,0.8
4/29/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.7
4/29/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.6
4/29/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.7
4/29/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.1
4/29/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.1
4/29/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.5
4/29/2023,United States,Combined,Sex,Male,0.9
4/29/2023,United States,Combined,Sex,Invalid,0
4/29/2023,United States,Combined,Sex,Other,0
4/29/2023,United States,Combined,Sex,Female,1
4/29/2023,United States,Combined,Age Group,18-64 years,0.7
4/29/2023,United States,Combined,Age Group,65+ years,1.3
4/29/2023,United States,Combined,Age Group,5-17 years,0.9
4/29/2023,United States,Combined,Age Group,0-4 years,1.7
4/29/2023,United States,Combined,Race/Ethnicity,Hispanic,1.2
4/29/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.9
4/29/2023,United States,Combined,Race/Ethnicity,"White, NH",0.9
4/29/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.4
4/29/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.4
4/29/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.9
4/29/2023,United States,Influenza,Sex,Male,0.3
4/29/2023,United States,Influenza,Sex,Invalid,0
4/29/2023,United States,Influenza,Sex,Other,0
4/29/2023,United States,Influenza,Sex,Female,0.2
4/29/2023,United States,Influenza,Age Group,18-64 years,0.2
4/29/2023,United States,Influenza,Age Group,65+ years,0.1
4/29/2023,United States,Influenza,Age Group,5-17 years,0.6
4/29/2023,United States,Influenza,Age Group,0-4 years,0.6
4/29/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
4/29/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
4/29/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
4/29/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
4/29/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
4/29/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
4/29/2023,United States,RSV,Sex,Male,0
4/29/2023,United States,RSV,Sex,Invalid,0
4/29/2023,United States,RSV,Sex,Other,0
4/29/2023,United States,RSV,Sex,Female,0
4/29/2023,United States,RSV,Age Group,18-64 years,0
4/29/2023,United States,RSV,Age Group,65+ years,0
4/29/2023,United States,RSV,Age Group,5-17 years,0
4/29/2023,United States,RSV,Age Group,0-4 years,0.3
4/29/2023,United States,RSV,Race/Ethnicity,Hispanic,0
4/29/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
4/29/2023,United States,RSV,Race/Ethnicity,"White, NH",0
4/29/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
4/29/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
4/29/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
11/4/2023,United States,COVID-19,Sex,Male,1.2
11/4/2023,United States,COVID-19,Sex,Invalid,0.1
11/4/2023,United States,COVID-19,Sex,Other,0
11/4/2023,United States,COVID-19,Sex,Female,1.4
11/4/2023,United States,COVID-19,Age Group,18-64 years,1.1
11/4/2023,United States,COVID-19,Age Group,65+ years,2.2
11/4/2023,United States,COVID-19,Age Group,5-17 years,0.6
11/4/2023,United States,COVID-19,Age Group,0-4 years,1.7
11/4/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
11/4/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1
11/4/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.5
11/4/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.6
11/4/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
11/4/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1
11/4/2023,United States,Combined,Sex,Male,2.8
11/4/2023,United States,Combined,Sex,Invalid,0.2
11/4/2023,United States,Combined,Sex,Other,0
11/4/2023,United States,Combined,Sex,Female,2.7
11/4/2023,United States,Combined,Age Group,18-64 years,1.7
11/4/2023,United States,Combined,Age Group,65+ years,2.5
11/4/2023,United States,Combined,Age Group,5-17 years,3.9
11/4/2023,United States,Combined,Age Group,0-4 years,9.3
11/4/2023,United States,Combined,Race/Ethnicity,Hispanic,3.4
11/4/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2.5
11/4/2023,United States,Combined,Race/Ethnicity,"White, NH",2.5
11/4/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.3
11/4/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",4
11/4/2023,United States,Combined,Race/Ethnicity,"Black, NH",2.9
11/4/2023,United States,Influenza,Sex,Male,0.9
11/4/2023,United States,Influenza,Sex,Invalid,0.1
11/4/2023,United States,Influenza,Sex,Other,0
11/4/2023,United States,Influenza,Sex,Female,0.8
11/4/2023,United States,Influenza,Age Group,18-64 years,0.6
11/4/2023,United States,Influenza,Age Group,65+ years,0.3
11/4/2023,United States,Influenza,Age Group,5-17 years,2.9
11/4/2023,United States,Influenza,Age Group,0-4 years,1.9
11/4/2023,United States,Influenza,Race/Ethnicity,Hispanic,1.4
11/4/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.8
11/4/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.5
11/4/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.1
11/4/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.5
11/4/2023,United States,Influenza,Race/Ethnicity,"Black, NH",1.3
11/4/2023,United States,RSV,Sex,Male,0.7
11/4/2023,United States,RSV,Sex,Invalid,0
11/4/2023,United States,RSV,Sex,Other,0
11/4/2023,United States,RSV,Sex,Female,0.5
11/4/2023,United States,RSV,Age Group,18-64 years,0.1
11/4/2023,United States,RSV,Age Group,65+ years,0.1
11/4/2023,United States,RSV,Age Group,5-17 years,0.4
11/4/2023,United States,RSV,Age Group,0-4 years,5.9
11/4/2023,United States,RSV,Race/Ethnicity,Hispanic,0.9
11/4/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.7
11/4/2023,United States,RSV,Race/Ethnicity,"White, NH",0.4
11/4/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.7
11/4/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.4
11/4/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.7
6/15/2024,United States,COVID-19,Sex,Male,0.7
6/15/2024,United States,COVID-19,Sex,Invalid,2.4
6/15/2024,United States,COVID-19,Sex,Other,0
6/15/2024,United States,COVID-19,Sex,Female,0.7
6/15/2024,United States,COVID-19,Age Group,18-64 years,0.6
6/15/2024,United States,COVID-19,Age Group,65+ years,1.1
6/15/2024,United States,COVID-19,Age Group,5-17 years,0.3
6/15/2024,United States,COVID-19,Age Group,0-4 years,1.1
6/15/2024,United States,COVID-19,Race/Ethnicity,Hispanic,0.9
6/15/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.7
6/15/2024,United States,COVID-19,Race/Ethnicity,"White, NH",0.6
6/15/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.6
6/15/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.8
6/15/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",0.6
6/15/2024,United States,Combined,Sex,Male,0.9
6/15/2024,United States,Combined,Sex,Invalid,2.4
6/15/2024,United States,Combined,Sex,Other,0
6/15/2024,United States,Combined,Sex,Female,0.9
6/15/2024,United States,Combined,Age Group,18-64 years,0.7
6/15/2024,United States,Combined,Age Group,65+ years,1.3
6/15/2024,United States,Combined,Age Group,5-17 years,0.6
6/15/2024,United States,Combined,Age Group,0-4 years,1.7
6/15/2024,United States,Combined,Race/Ethnicity,Hispanic,1.2
6/15/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1
6/15/2024,United States,Combined,Race/Ethnicity,"White, NH",0.8
6/15/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.1
6/15/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.1
6/15/2024,United States,Combined,Race/Ethnicity,"Black, NH",0.9
6/15/2024,United States,Influenza,Sex,Male,0.2
6/15/2024,United States,Influenza,Sex,Invalid,0
6/15/2024,United States,Influenza,Sex,Other,0
6/15/2024,United States,Influenza,Sex,Female,0.2
6/15/2024,United States,Influenza,Age Group,18-64 years,0.2
6/15/2024,United States,Influenza,Age Group,65+ years,0.1
6/15/2024,United States,Influenza,Age Group,5-17 years,0.3
6/15/2024,United States,Influenza,Age Group,0-4 years,0.5
6/15/2024,United States,Influenza,Race/Ethnicity,Hispanic,0.3
6/15/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
6/15/2024,United States,Influenza,Race/Ethnicity,"White, NH",0.1
6/15/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
6/15/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
6/15/2024,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
6/15/2024,United States,RSV,Sex,Male,0
6/15/2024,United States,RSV,Sex,Invalid,0
6/15/2024,United States,RSV,Sex,Other,0
6/15/2024,United States,RSV,Sex,Female,0
6/15/2024,United States,RSV,Age Group,18-64 years,0
6/15/2024,United States,RSV,Age Group,65+ years,0
6/15/2024,United States,RSV,Age Group,5-17 years,0
6/15/2024,United States,RSV,Age Group,0-4 years,0.2
6/15/2024,United States,RSV,Race/Ethnicity,Hispanic,0
6/15/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
6/15/2024,United States,RSV,Race/Ethnicity,"White, NH",0
6/15/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
6/15/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
6/15/2024,United States,RSV,Race/Ethnicity,"Black, NH",0
1/18/2025,United States,COVID-19,Sex,Male,0.9
1/18/2025,United States,COVID-19,Sex,Invalid,0
1/18/2025,United States,COVID-19,Sex,Other,0
1/18/2025,United States,COVID-19,Sex,Female,1
1/18/2025,United States,COVID-19,Age Group,18-64 years,0.7
