"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	Population
	"Missouri"	"29"	"35 years"	"35"	79624
	"Missouri"	"29"	"36 years"	"36"	79766
	"Missouri"	"29"	"37 years"	"37"	81040
	"Missouri"	"29"	"38 years"	"38"	81266
	"Missouri"	"29"	"39 years"	"39"	79488
	"Missouri"	"29"	"40 years"	"40"	81175
	"Missouri"	"29"	"41 years"	"41"	80962
	"Missouri"	"29"	"42 years"	"42"	80258
	"Missouri"	"29"	"43 years"	"43"	79630
	"Missouri"	"29"	"44 years"	"44"	76017
	"Missouri"	"29"	"45 years"	"45"	73973
	"Missouri"	"29"	"46 years"	"46"	72264
	"Missouri"	"29"	"47 years"	"47"	68680
	"Missouri"	"29"	"48 years"	"48"	69435
	"Missouri"	"29"	"49 years"	"49"	67833
	"Missouri"	"29"	"50 years"	"50"	68583
	"Missouri"	"29"	"51 years"	"51"	72860
	"Missouri"	"29"	"52 years"	"52"	77713
	"Missouri"	"29"	"53 years"	"53"	75975
	"Missouri"	"29"	"54 years"	"54"	72539
	"Missouri"	"29"	"55 years"	"55"	70597
	"Missouri"	"29"	"56 years"	"56"	71871
	"Missouri"	"29"	"57 years"	"57"	73512
	"Missouri"	"29"	"58 years"	"58"	77885
	"Missouri"	"29"	"59 years"	"59"	81085
	"Missouri"	"29"	"60 years"	"60"	82620
	"Missouri"	"29"	"61 years"	"61"	84074
	"Missouri"	"29"	"62 years"	"62"	84490
	"Missouri"	"29"	"63 years"	"63"	82329
	"Missouri"	"29"	"64 years"	"64"	80825
	"Missouri"	"29"	"65 years"	"65"	79502
	"Missouri"	"29"	"66 years"	"66"	78056
	"Missouri"	"29"	"67 years"	"67"	74181
	"Missouri"	"29"	"68 years"	"68"	71512
	"Missouri"	"29"	"69 years"	"69"	68652
	"Missouri"	"29"	"70 years"	"70"	65105
	"Missouri"	"29"	"71 years"	"71"	62636
	"Missouri"	"29"	"72 years"	"72"	59140
	"Missouri"	"29"	"73 years"	"73"	55483
	"Missouri"	"29"	"74 years"	"74"	53559
	"Missouri"	"29"	"75 years"	"75"	51738
	"Missouri"	"29"	"76 years"	"76"	54704
	"Missouri"	"29"	"77 years"	"77"	37292
	"Missouri"	"29"	"78 years"	"78"	35749
	"Missouri"	"29"	"79 years"	"79"	34804
	"Missouri"	"29"	"80 years"	"80"	34988
	"Missouri"	"29"	"81 years"	"81"	29484
	"Missouri"	"29"	"82 years"	"82"	25891
	"Missouri"	"29"	"83 years"	"83"	22931
	"Missouri"	"29"	"84 years"	"84"	20984
	"Missouri"	"29"	"85+ years"	"85+"	120224
"Total"	"Missouri"	"29"			6196156
	"Montana"	"30"	"< 1 year"	"0"	11266
	"Montana"	"30"	"1 year"	"1"	11357
	"Montana"	"30"	"2 years"	"2"	11147
	"Montana"	"30"	"3 years"	"3"	11784
	"Montana"	"30"	"4 years"	"4"	12020
	"Montana"	"30"	"5 years"	"5"	12372
	"Montana"	"30"	"6 years"	"6"	12894
	"Montana"	"30"	"7 years"	"7"	13554
	"Montana"	"30"	"8 years"	"8"	13686
	"Montana"	"30"	"9 years"	"9"	13553
	"Montana"	"30"	"10 years"	"10"	13457
	"Montana"	"30"	"11 years"	"11"	13617
	"Montana"	"30"	"12 years"	"12"	13462
	"Montana"	"30"	"13 years"	"13"	13753
	"Montana"	"30"	"14 years"	"14"	14137
	"Montana"	"30"	"15 years"	"15"	14655
	"Montana"	"30"	"16 years"	"16"	14646
	"Montana"	"30"	"17 years"	"17"	14291
	"Montana"	"30"	"18 years"	"18"	13171
	"Montana"	"30"	"19 years"	"19"	13844
	"Montana"	"30"	"20 years"	"20"	14222
	"Montana"	"30"	"21 years"	"21"	14739
	"Montana"	"30"	"22 years"	"22"	15505
	"Montana"	"30"	"23 years"	"23"	15624
	"Montana"	"30"	"24 years"	"24"	14932
	"Montana"	"30"	"25 years"	"25"	14603
	"Montana"	"30"	"26 years"	"26"	14248
	"Montana"	"30"	"27 years"	"27"	14245
	"Montana"	"30"	"28 years"	"28"	14447
	"Montana"	"30"	"29 years"	"29"	14608
	"Montana"	"30"	"30 years"	"30"	15018
	"Montana"	"30"	"31 years"	"31"	15331
	"Montana"	"30"	"32 years"	"32"	15486
	"Montana"	"30"	"33 years"	"33"	15264
	"Montana"	"30"	"34 years"	"34"	14897
	"Montana"	"30"	"35 years"	"35"	14723
	"Montana"	"30"	"36 years"	"36"	14591
	"Montana"	"30"	"37 years"	"37"	14598
	"Montana"	"30"	"38 years"	"38"	14808
	"Montana"	"30"	"39 years"	"39"	14822
	"Montana"	"30"	"40 years"	"40"	15120
	"Montana"	"30"	"41 years"	"41"	15085
	"Montana"	"30"	"42 years"	"42"	14830
	"Montana"	"30"	"43 years"	"43"	14716
	"Montana"	"30"	"44 years"	"44"	14037
	"Montana"	"30"	"45 years"	"45"	13654
	"Montana"	"30"	"46 years"	"46"	13173
	"Montana"	"30"	"47 years"	"47"	12495
	"Montana"	"30"	"48 years"	"48"	12265
	"Montana"	"30"	"49 years"	"49"	11724
	"Montana"	"30"	"50 years"	"50"	11962
	"Montana"	"30"	"51 years"	"51"	12220
	"Montana"	"30"	"52 years"	"52"	13266
	"Montana"	"30"	"53 years"	"53"	12842
	"Montana"	"30"	"54 years"	"54"	12482
	"Montana"	"30"	"55 years"	"55"	12105
	"Montana"	"30"	"56 years"	"56"	12211
	"Montana"	"30"	"57 years"	"57"	12533
	"Montana"	"30"	"58 years"	"58"	13414
	"Montana"	"30"	"59 years"	"59"	14278
	"Montana"	"30"	"60 years"	"60"	14694
	"Montana"	"30"	"61 years"	"61"	15415
	"Montana"	"30"	"62 years"	"62"	15579
	"Montana"	"30"	"63 years"	"63"	15644
	"Montana"	"30"	"64 years"	"64"	15707
	"Montana"	"30"	"65 years"	"65"	15839
	"Montana"	"30"	"66 years"	"66"	15712
	"Montana"	"30"	"67 years"	"67"	15099
	"Montana"	"30"	"68 years"	"68"	14893
	"Montana"	"30"	"69 years"	"69"	14714
	"Montana"	"30"	"70 years"	"70"	14289
	"Montana"	"30"	"71 years"	"71"	13812
	"Montana"	"30"	"72 years"	"72"	12831
	"Montana"	"30"	"73 years"	"73"	11971
	"Montana"	"30"	"74 years"	"74"	11455
	"Montana"	"30"	"75 years"	"75"	10770
	"Montana"	"30"	"76 years"	"76"	11185
	"Montana"	"30"	"77 years"	"77"	7631
	"Montana"	"30"	"78 years"	"78"	7208
	"Montana"	"30"	"79 years"	"79"	6912
	"Montana"	"30"	"80 years"	"80"	6800
	"Montana"	"30"	"81 years"	"81"	5695
	"Montana"	"30"	"82 years"	"82"	5039
	"Montana"	"30"	"83 years"	"83"	4412
	"Montana"	"30"	"84 years"	"84"	3972
	"Montana"	"30"	"85+ years"	"85+"	21745
"Total"	"Montana"	"30"			1132812
	"Nebraska"	"31"	"< 1 year"	"0"	24144
	"Nebraska"	"31"	"1 year"	"1"	24372
	"Nebraska"	"31"	"2 years"	"2"	24488
	"Nebraska"	"31"	"3 years"	"3"	25212
	"Nebraska"	"31"	"4 years"	"4"	25443
	"Nebraska"	"31"	"5 years"	"5"	26025
	"Nebraska"	"31"	"6 years"	"6"	26701
	"Nebraska"	"31"	"7 years"	"7"	27326
	"Nebraska"	"31"	"8 years"	"8"	27421
	"Nebraska"	"31"	"9 years"	"9"	27371
	"Nebraska"	"31"	"10 years"	"10"	26997
	"Nebraska"	"31"	"11 years"	"11"	26846
	"Nebraska"	"31"	"12 years"	"12"	26834
	"Nebraska"	"31"	"13 years"	"13"	27631
	"Nebraska"	"31"	"14 years"	"14"	28317
	"Nebraska"	"31"	"15 years"	"15"	28995
	"Nebraska"	"31"	"16 years"	"16"	28762
	"Nebraska"	"31"	"17 years"	"17"	28113
	"Nebraska"	"31"	"18 years"	"18"	26930
	"Nebraska"	"31"	"19 years"	"19"	28356
	"Nebraska"	"31"	"20 years"	"20"	29060
	"Nebraska"	"31"	"21 years"	"21"	28617
	"Nebraska"	"31"	"22 years"	"22"	28075
	"Nebraska"	"31"	"23 years"	"23"	27494
	"Nebraska"	"31"	"24 years"	"24"	26316
	"Nebraska"	"31"	"25 years"	"25"	25338
	"Nebraska"	"31"	"26 years"	"26"	25061
	"Nebraska"	"31"	"27 years"	"27"	24755
	"Nebraska"	"31"	"28 years"	"28"	25068
	"Nebraska"	"31"	"29 years"	"29"	25467
	"Nebraska"	"31"	"30 years"	"30"	25467
	"Nebraska"	"31"	"31 years"	"31"	25933
	"Nebraska"	"31"	"32 years"	"32"	25592
	"Nebraska"	"31"	"33 years"	"33"	25174
	"Nebraska"	"31"	"34 years"	"34"	24723
	"Nebraska"	"31"	"35 years"	"35"	25106
	"Nebraska"	"31"	"36 years"	"36"	25664
	"Nebraska"	"31"	"37 years"	"37"	25996
	"Nebraska"	"31"	"38 years"	"38"	26614
	"Nebraska"	"31"	"39 years"	"39"	26268
	"Nebraska"	"31"	"40 years"	"40"	26767
	"Nebraska"	"31"	"41 years"	"41"	26806
	"Nebraska"	"31"	"42 years"	"42"	26204
	"Nebraska"	"31"	"43 years"	"43"	25947
	"Nebraska"	"31"	"44 years"	"44"	24263
	"Nebraska"	"31"	"45 years"	"45"	23476
	"Nebraska"	"31"	"46 years"	"46"	22806
	"Nebraska"	"31"	"47 years"	"47"	21798
	"Nebraska"	"31"	"48 years"	"48"	21993
	"Nebraska"	"31"	"49 years"	"49"	20977
	"Nebraska"	"31"	"50 years"	"50"	20906
	"Nebraska"	"31"	"51 years"	"51"	21958
	"Nebraska"	"31"	"52 years"	"52"	22901
	"Nebraska"	"31"	"53 years"	"53"	22269
	"Nebraska"	"31"	"54 years"	"54"	21518
	"Nebraska"	"31"	"55 years"	"55"	20747
	"Nebraska"	"31"	"56 years"	"56"	20914
	"Nebraska"	"31"	"57 years"	"57"	21301
	"Nebraska"	"31"	"58 years"	"58"	22483
	"Nebraska"	"31"	"59 years"	"59"	23606
	"Nebraska"	"31"	"60 years"	"60"	24042
	"Nebraska"	"31"	"61 years"	"61"	24551
	"Nebraska"	"31"	"62 years"	"62"	24608
	"Nebraska"	"31"	"63 years"	"63"	24186
	"Nebraska"	"31"	"64 years"	"64"	23734
	"Nebraska"	"31"	"65 years"	"65"	23416
	"Nebraska"	"31"	"66 years"	"66"	22867
	"Nebraska"	"31"	"67 years"	"67"	21957
	"Nebraska"	"31"	"68 years"	"68"	21499
	"Nebraska"	"31"	"69 years"	"69"	20685
	"Nebraska"	"31"	"70 years"	"70"	19826
	"Nebraska"	"31"	"71 years"	"71"	19173
	"Nebraska"	"31"	"72 years"	"72"	18138
	"Nebraska"	"31"	"73 years"	"73"	16968
	"Nebraska"	"31"	"74 years"	"74"	16240
	"Nebraska"	"31"	"75 years"	"75"	15347
	"Nebraska"	"31"	"76 years"	"76"	15901
	"Nebraska"	"31"	"77 years"	"77"	10702
	"Nebraska"	"31"	"78 years"	"78"	10342
	"Nebraska"	"31"	"79 years"	"79"	10092
	"Nebraska"	"31"	"80 years"	"80"	9921
	"Nebraska"	"31"	"81 years"	"81"	8360
	"Nebraska"	"31"	"82 years"	"82"	7311
	"Nebraska"	"31"	"83 years"	"83"	6727
	"Nebraska"	"31"	"84 years"	"84"	6312
	"Nebraska"	"31"	"85+ years"	"85+"	37762
"Total"	"Nebraska"	"31"			1978379
	"Nevada"	"32"	"< 1 year"	"0"	32716
	"Nevada"	"32"	"1 year"	"1"	33592
	"Nevada"	"32"	"2 years"	"2"	33917
	"Nevada"	"32"	"3 years"	"3"	35192
	"Nevada"	"32"	"4 years"	"4"	36023
	"Nevada"	"32"	"5 years"	"5"	36420
	"Nevada"	"32"	"6 years"	"6"	37390
	"Nevada"	"32"	"7 years"	"7"	38825
	"Nevada"	"32"	"8 years"	"8"	38974
	"Nevada"	"32"	"9 years"	"9"	38686
	"Nevada"	"32"	"10 years"	"10"	38625
	"Nevada"	"32"	"11 years"	"11"	38752
	"Nevada"	"32"	"12 years"	"12"	39715
	"Nevada"	"32"	"13 years"	"13"	39993
	"Nevada"	"32"	"14 years"	"14"	40872
	"Nevada"	"32"	"15 years"	"15"	42744
	"Nevada"	"32"	"16 years"	"16"	42362
	"Nevada"	"32"	"17 years"	"17"	41158
	"Nevada"	"32"	"18 years"	"18"	36602
	"Nevada"	"32"	"19 years"	"19"	32891
	"Nevada"	"32"	"20 years"	"20"	33729
	"Nevada"	"32"	"21 years"	"21"	34991
	"Nevada"	"32"	"22 years"	"22"	37262
	"Nevada"	"32"	"23 years"	"23"	39009
	"Nevada"	"32"	"24 years"	"24"	39900
	"Nevada"	"32"	"25 years"	"25"	41222
	"Nevada"	"32"	"26 years"	"26"	42243
	"Nevada"	"32"	"27 years"	"27"	43305
	"Nevada"	"32"	"28 years"	"28"	44547
	"Nevada"	"32"	"29 years"	"29"	45536
	"Nevada"	"32"	"30 years"	"30"	46465
	"Nevada"	"32"	"31 years"	"31"	48331
	"Nevada"	"32"	"32 years"	"32"	49127
	"Nevada"	"32"	"33 years"	"33"	49621
	"Nevada"	"32"	"34 years"	"34"	47731
	"Nevada"	"32"	"35 years"	"35"	46569
	"Nevada"	"32"	"36 years"	"36"	45966
	"Nevada"	"32"	"37 years"	"37"	45517
	"Nevada"	"32"	"38 years"	"38"	45584
	"Nevada"	"32"	"39 years"	"39"	44658
	"Nevada"	"32"	"40 years"	"40"	44957
	"Nevada"	"32"	"41 years"	"41"	44619
	"Nevada"	"32"	"42 years"	"42"	43689
	"Nevada"	"32"	"43 years"	"43"	43380
	"Nevada"	"32"	"44 years"	"44"	41185
	"Nevada"	"32"	"45 years"	"45"	40163
	"Nevada"	"32"	"46 years"	"46"	39540
	"Nevada"	"32"	"47 years"	"47"	38206
	"Nevada"	"32"	"48 years"	"48"	38641
	"Nevada"	"32"	"49 years"	"49"	38151
	"Nevada"	"32"	"50 years"	"50"	38602
	"Nevada"	"32"	"51 years"	"51"	40362
	"Nevada"	"32"	"52 years"	"52"	42756
	"Nevada"	"32"	"53 years"	"53"	42135
	"Nevada"	"32"	"54 years"	"54"	40412
	"Nevada"	"32"	"55 years"	"55"	39005
	"Nevada"	"32"	"56 years"	"56"	38736
	"Nevada"	"32"	"57 years"	"57"	39060
	"Nevada"	"32"	"58 years"	"58"	40178
	"Nevada"	"32"	"59 years"	"59"	40511
	"Nevada"	"32"	"60 years"	"60"	40282
	"Nevada"	"32"	"61 years"	"61"	40325
	"Nevada"	"32"	"62 years"	"62"	39820
	"Nevada"	"32"	"63 years"	"63"	39185
	"Nevada"	"32"	"64 years"	"64"	37805
	"Nevada"	"32"	"65 years"	"65"	37830
	"Nevada"	"32"	"66 years"	"66"	37306
	"Nevada"	"32"	"67 years"	"67"	36132
	"Nevada"	"32"	"68 years"	"68"	35440
	"Nevada"	"32"	"69 years"	"69"	33954
	"Nevada"	"32"	"70 years"	"70"	32547
	"Nevada"	"32"	"71 years"	"71"	31146
	"Nevada"	"32"	"72 years"	"72"	29791
	"Nevada"	"32"	"73 years"	"73"	28751
	"Nevada"	"32"	"74 years"	"74"	27931
	"Nevada"	"32"	"75 years"	"75"	27370
	"Nevada"	"32"	"76 years"	"76"	28599
	"Nevada"	"32"	"77 years"	"77"	20189
	"Nevada"	"32"	"78 years"	"78"	18875
	"Nevada"	"32"	"79 years"	"79"	18103
	"Nevada"	"32"	"80 years"	"80"	17563
	"Nevada"	"32"	"81 years"	"81"	14439
	"Nevada"	"32"	"82 years"	"82"	12413
	"Nevada"	"32"	"83 years"	"83"	10909
	"Nevada"	"32"	"84 years"	"84"	9641
	"Nevada"	"32"	"85+ years"	"85+"	46780
"Total"	"Nevada"	"32"			3194176
	"New Hampshire"	"33"	"< 1 year"	"0"	12164
	"New Hampshire"	"33"	"1 year"	"1"	12523
	"New Hampshire"	"33"	"2 years"	"2"	12274
	"New Hampshire"	"33"	"3 years"	"3"	12727
	"New Hampshire"	"33"	"4 years"	"4"	12897
	"New Hampshire"	"33"	"5 years"	"5"	13010
	"New Hampshire"	"33"	"6 years"	"6"	13306
	"New Hampshire"	"33"	"7 years"	"7"	13664
	"New Hampshire"	"33"	"8 years"	"8"	13869
	"New Hampshire"	"33"	"9 years"	"9"	13935
	"New Hampshire"	"33"	"10 years"	"10"	14174
	"New Hampshire"	"33"	"11 years"	"11"	14195
	"New Hampshire"	"33"	"12 years"	"12"	14646
	"New Hampshire"	"33"	"13 years"	"13"	14923
	"New Hampshire"	"33"	"14 years"	"14"	15267
	"New Hampshire"	"33"	"15 years"	"15"	16060
	"New Hampshire"	"33"	"16 years"	"16"	16184
	"New Hampshire"	"33"	"17 years"	"17"	16232
	"New Hampshire"	"33"	"18 years"	"18"	16866
	"New Hampshire"	"33"	"19 years"	"19"	17799
	"New Hampshire"	"33"	"20 years"	"20"	18148
	"New Hampshire"	"33"	"21 years"	"21"	18057
	"New Hampshire"	"33"	"22 years"	"22"	17155
	"New Hampshire"	"33"	"23 years"	"23"	15852
	"New Hampshire"	"33"	"24 years"	"24"	15957
	"New Hampshire"	"33"	"25 years"	"25"	15952
	"New Hampshire"	"33"	"26 years"	"26"	16587
	"New Hampshire"	"33"	"27 years"	"27"	16946
	"New Hampshire"	"33"	"28 years"	"28"	17494
	"New Hampshire"	"33"	"29 years"	"29"	18192
	"New Hampshire"	"33"	"30 years"	"30"	18355
	"New Hampshire"	"33"	"31 years"	"31"	18523
	"New Hampshire"	"33"	"32 years"	"32"	18959
	"New Hampshire"	"33"	"33 years"	"33"	18935
	"New Hampshire"	"33"	"34 years"	"34"	18600
	"New Hampshire"	"33"	"35 years"	"35"	18555
	"New Hampshire"	"33"	"36 years"	"36"	18440
	"New Hampshire"	"33"	"37 years"	"37"	18553
	"New Hampshire"	"33"	"38 years"	"38"	18099
	"New Hampshire"	"33"	"39 years"	"39"	17421
	"New Hampshire"	"33"	"40 years"	"40"	17631
	"New Hampshire"	"33"	"41 years"	"41"	17539
	"New Hampshire"	"33"	"42 years"	"42"	17185
	"New Hampshire"	"33"	"43 years"	"43"	16919
	"New Hampshire"	"33"	"44 years"	"44"	16294
	"New Hampshire"	"33"	"45 years"	"45"	15749
	"New Hampshire"	"33"	"46 years"	"46"	15533
	"New Hampshire"	"33"	"47 years"	"47"	15023
	"New Hampshire"	"33"	"48 years"	"48"	15637
	"New Hampshire"	"33"	"49 years"	"49"	15649
	"New Hampshire"	"33"	"50 years"	"50"	16357
	"New Hampshire"	"33"	"51 years"	"51"	17834
	"New Hampshire"	"33"	"52 years"	"52"	19420
	"New Hampshire"	"33"	"53 years"	"53"	19347
	"New Hampshire"	"33"	"54 years"	"54"	19040
	"New Hampshire"	"33"	"55 years"	"55"	18979
	"New Hampshire"	"33"	"56 years"	"56"	19594
	"New Hampshire"	"33"	"57 years"	"57"	20115
	"New Hampshire"	"33"	"58 years"	"58"	21179
	"New Hampshire"	"33"	"59 years"	"59"	22125
	"New Hampshire"	"33"	"60 years"	"60"	22479
	"New Hampshire"	"33"	"61 years"	"61"	22615
	"New Hampshire"	"33"	"62 years"	"62"	22741
	"New Hampshire"	"33"	"63 years"	"63"	22084
	"New Hampshire"	"33"	"64 years"	"64"	21965
	"New Hampshire"	"33"	"65 years"	"65"	21537
	"New Hampshire"	"33"	"66 years"	"66"	20969
	"New Hampshire"	"33"	"67 years"	"67"	19451
	"New Hampshire"	"33"	"68 years"	"68"	18714
	"New Hampshire"	"33"	"69 years"	"69"	17944
	"New Hampshire"	"33"	"70 years"	"70"	17077
	"New Hampshire"	"33"	"71 years"	"71"	16247
	"New Hampshire"	"33"	"72 years"	"72"	15238
	"New Hampshire"	"33"	"73 years"	"73"	14280
	"New Hampshire"	"33"	"74 years"	"74"	13993
	"New Hampshire"	"33"	"75 years"	"75"	13700
	"New Hampshire"	"33"	"76 years"	"76"	14406
	"New Hampshire"	"33"	"77 years"	"77"	9495
	"New Hampshire"	"33"	"78 years"	"78"	8890
	"New Hampshire"	"33"	"79 years"	"79"	8575
	"New Hampshire"	"33"	"80 years"	"80"	8624
	"New Hampshire"	"33"	"81 years"	"81"	7208
	"New Hampshire"	"33"	"82 years"	"82"	6115
	"New Hampshire"	"33"	"83 years"	"83"	5300
	"New Hampshire"	"33"	"84 years"	"84"	4904
	"New Hampshire"	"33"	"85+ years"	"85+"	28859
"Total"	"New Hampshire"	"33"			1402054
	"New Jersey"	"34"	"< 1 year"	"0"	102477
	"New Jersey"	"34"	"1 year"	"1"	104348
	"New Jersey"	"34"	"2 years"	"2"	100230
	"New Jersey"	"34"	"3 years"	"3"	105135
	"New Jersey"	"34"	"4 years"	"4"	106880
	"New Jersey"	"34"	"5 years"	"5"	108990
	"New Jersey"	"34"	"6 years"	"6"	109711
	"New Jersey"	"34"	"7 years"	"7"	111351
	"New Jersey"	"34"	"8 years"	"8"	111606
	"New Jersey"	"34"	"9 years"	"9"	111370
	"New Jersey"	"34"	"10 years"	"10"	111623
	"New Jersey"	"34"	"11 years"	"11"	112472
	"New Jersey"	"34"	"12 years"	"12"	114228
	"New Jersey"	"34"	"13 years"	"13"	116129
	"New Jersey"	"34"	"14 years"	"14"	117793
	"New Jersey"	"34"	"15 years"	"15"	122262
	"New Jersey"	"34"	"16 years"	"16"	122569
	"New Jersey"	"34"	"17 years"	"17"	121116
	"New Jersey"	"34"	"18 years"	"18"	113750
	"New Jersey"	"34"	"19 years"	"19"	106146
	"New Jersey"	"34"	"20 years"	"20"	108426
	"New Jersey"	"34"	"21 years"	"21"	109643
	"New Jersey"	"34"	"22 years"	"22"	111996
	"New Jersey"	"34"	"23 years"	"23"	111660
	"New Jersey"	"34"	"24 years"	"24"	110636
	"New Jersey"	"34"	"25 years"	"25"	110763
	"New Jersey"	"34"	"26 years"	"26"	112326
	"New Jersey"	"34"	"27 years"	"27"	114215
	"New Jersey"	"34"	"28 years"	"28"	116098
	"New Jersey"	"34"	"29 years"	"29"	118308
	"New Jersey"	"34"	"30 years"	"30"	121053
	"New Jersey"	"34"	"31 years"	"31"	122706
	"New Jersey"	"34"	"32 years"	"32"	124403
	"New Jersey"	"34"	"33 years"	"33"	126195
	"New Jersey"	"34"	"34 years"	"34"	124403
	"New Jersey"	"34"	"35 years"	"35"	123382
	"New Jersey"	"34"	"36 years"	"36"	123610
	"New Jersey"	"34"	"37 years"	"37"	124518
	"New Jersey"	"34"	"38 years"	"38"	124957
	"New Jersey"	"34"	"39 years"	"39"	122630
	"New Jersey"	"34"	"40 years"	"40"	124062
	"New Jersey"	"34"	"41 years"	"41"	124385
	"New Jersey"	"34"	"42 years"	"42"	123008
	"New Jersey"	"34"	"43 years"	"43"	123523
	"New Jersey"	"34"	"44 years"	"44"	119577
	"New Jersey"	"34"	"45 years"	"45"	117843
	"New Jersey"	"34"	"46 years"	"46"	116888
	"New Jersey"	"34"	"47 years"	"47"	113755
	"New Jersey"	"34"	"48 years"	"48"	115270
	"New Jersey"	"34"	"49 years"	"49"	113009
	"New Jersey"	"34"	"50 years"	"50"	114354
	"New Jersey"	"34"	"51 years"	"51"	119630
	"New Jersey"	"34"	"52 years"	"52"	126974
	"New Jersey"	"34"	"53 years"	"53"	126518
	"New Jersey"	"34"	"54 years"	"54"	122867
	"New Jersey"	"34"	"55 years"	"55"	121914
	"New Jersey"	"34"	"56 years"	"56"	122719
	"New Jersey"	"34"	"57 years"	"57"	124934
	"New Jersey"	"34"	"58 years"	"58"	127824
	"New Jersey"	"34"	"59 years"	"59"	129118
	"New Jersey"	"34"	"60 years"	"60"	128416
	"New Jersey"	"34"	"61 years"	"61"	126860
	"New Jersey"	"34"	"62 years"	"62"	125452
	"New Jersey"	"34"	"63 years"	"63"	122546
	"New Jersey"	"34"	"64 years"	"64"	118937
	"New Jersey"	"34"	"65 years"	"65"	116705
	"New Jersey"	"34"	"66 years"	"66"	112902
	"New Jersey"	"34"	"67 years"	"67"	105945
	"New Jersey"	"34"	"68 years"	"68"	101986
	"New Jersey"	"34"	"69 years"	"69"	96657
	"New Jersey"	"34"	"70 years"	"70"	91472
	"New Jersey"	"34"	"71 years"	"71"	86990
	"New Jersey"	"34"	"72 years"	"72"	82776
	"New Jersey"	"34"	"73 years"	"73"	78428
	"New Jersey"	"34"	"74 years"	"74"	75678
	"New Jersey"	"34"	"75 years"	"75"	74434
	"New Jersey"	"34"	"76 years"	"76"	78657
	"New Jersey"	"34"	"77 years"	"77"	56746
	"New Jersey"	"34"	"78 years"	"78"	52900
	"New Jersey"	"34"	"79 years"	"79"	50744
	"New Jersey"	"34"	"80 years"	"80"	51742
	"New Jersey"	"34"	"81 years"	"81"	43843
	"New Jersey"	"34"	"82 years"	"82"	37986
	"New Jersey"	"34"	"83 years"	"83"	33984
	"New Jersey"	"34"	"84 years"	"84"	31064
	"New Jersey"	"34"	"85+ years"	"85+"	186705
"Total"	"New Jersey"	"34"			9290841
	"New Mexico"	"35"	"< 1 year"	"0"	20589
	"New Mexico"	"35"	"1 year"	"1"	20921
	"New Mexico"	"35"	"2 years"	"2"	21293
	"New Mexico"	"35"	"3 years"	"3"	21816
	"New Mexico"	"35"	"4 years"	"4"	22702
	"New Mexico"	"35"	"5 years"	"5"	23270
	"New Mexico"	"35"	"6 years"	"6"	23851
	"New Mexico"	"35"	"7 years"	"7"	24923
	"New Mexico"	"35"	"8 years"	"8"	25389
	"New Mexico"	"35"	"9 years"	"9"	25579
	"New Mexico"	"35"	"10 years"	"10"	25951
	"New Mexico"	"35"	"11 years"	"11"	26029
	"New Mexico"	"35"	"12 years"	"12"	26407
	"New Mexico"	"35"	"13 years"	"13"	27339
	"New Mexico"	"35"	"14 years"	"14"	28088
	"New Mexico"	"35"	"15 years"	"15"	29156
	"New Mexico"	"35"	"16 years"	"16"	29279
	"New Mexico"	"35"	"17 years"	"17"	28765
	"New Mexico"	"35"	"18 years"	"18"	28367
	"New Mexico"	"35"	"19 years"	"19"	28896
	"New Mexico"	"35"	"20 years"	"20"	29289
	"New Mexico"	"35"	"21 years"	"21"	28901
	"New Mexico"	"35"	"22 years"	"22"	28685
	"New Mexico"	"35"	"23 years"	"23"	28608
	"New Mexico"	"35"	"24 years"	"24"	27649
	"New Mexico"	"35"	"25 years"	"25"	27017
	"New Mexico"	"35"	"26 years"	"26"	26363
	"New Mexico"	"35"	"27 years"	"27"	26430
	"New Mexico"	"35"	"28 years"	"28"	27144
	"New Mexico"	"35"	"29 years"	"29"	27451
	"New Mexico"	"35"	"30 years"	"30"	28215
	"New Mexico"	"35"	"31 years"	"31"	29005
	"New Mexico"	"35"	"32 years"	"32"	28748
	"New Mexico"	"35"	"33 years"	"33"	28851
	"New Mexico"	"35"	"34 years"	"34"	27752
	"New Mexico"	"35"	"35 years"	"35"	27663
	"New Mexico"	"35"	"36 years"	"36"	27963
	"New Mexico"	"35"	"37 years"	"37"	27822
	"New Mexico"	"35"	"38 years"	"38"	28192
	"New Mexico"	"35"	"39 years"	"39"	27732
	"New Mexico"	"35"	"40 years"	"40"	27820
	"New Mexico"	"35"	"41 years"	"41"	27463
	"New Mexico"	"35"	"42 years"	"42"	26809
	"New Mexico"	"35"	"43 years"	"43"	26554
	"New Mexico"	"35"	"44 years"	"44"	25111
	"New Mexico"	"35"	"45 years"	"45"	24464
	"New Mexico"	"35"	"46 years"	"46"	23950
	"New Mexico"	"35"	"47 years"	"47"	23146
	"New Mexico"	"35"	"48 years"	"48"	23044
	"New Mexico"	"35"	"49 years"	"49"	22452
	"New Mexico"	"35"	"50 years"	"50"	22700
	"New Mexico"	"35"	"51 years"	"51"	23575
	"New Mexico"	"35"	"52 years"	"52"	24539
	"New Mexico"	"35"	"53 years"	"53"	24179
	"New Mexico"	"35"	"54 years"	"54"	23535
	"New Mexico"	"35"	"55 years"	"55"	23044
	"New Mexico"	"35"	"56 years"	"56"	23178
	"New Mexico"	"35"	"57 years"	"57"	23660
