Session Title,HA1C 7.0% or more and Percentage with BMI 30.0  or more and 49.8  or less by Age in Years (Current) Range and State of Residence (U.S.),,,
,"ADAMS, ID",291,-,-
,"LINCOLN, ID",495,-,-
,"GUTHRIE, IA",475,-,-
,"CARLISLE, KY",10 or fewer,-,-
,"MADISON, AL",241,-,-
,"BAXTER, AR",633,-,-
,"CLARKE, IA",516,-,-
,"LA PLATA, CO",445,-,-
,"DICKINSON, KS",272,-,-
,"TRIGG, KY",10 or fewer,-,-
,"PENDLETON, KY",10 or fewer,-,-
,"PLUMAS, CA",184,-,-
,"DOUGHERTY, GA",580,-,-
,"LAWRENCE, KY",10 or fewer,-,-
,"SCOTT, AR",417,-,-
,"FOUNTAIN, IN",256,-,-
,"HEARD, GA",433,-,-
,"CASS, IL",426,-,-
,"ANCHORAGE, AK",153,-,-
,"MILLS, IA",143,-,-
,"BRADLEY, AR",426,-,-
,"LEE, KY",10 or fewer,-,-
,"CHICKASAW, IA",424,-,-
,"SUMMIT, CO",438,-,-
,"CLINTON, KY",10 or fewer,-,-
,"CHAFFEE, CO",346,-,-
,"LINN, KS",120,-,-
,"DESHA, AR",444,-,-
,"MASON, KY",10 or fewer,-,-
,"BUTLER, KY",10 or fewer,-,-
,"OWEN, KY",10 or fewer,-,-
,"PROWERS, CO",412,-,-
,"LINCOLN, AR",415,-,2.9%
,"NAVAJO, AZ",64,-,-
,"COVINGTON, AL",235,-,-
,"DESOTO, FL",925,-,-
,"HOLMES, FL",257,-,-
,"EDWARDS, IL",281,-,-
,"CRAWFORD, KS",53,-,-
,"POLK, AR",428,-,-
,"WAYNE, IL",172,-,-
,"CLEVELAND, AR",636,-,2.7%
,"MARIPOSA, CA",80,-,-
,"PERRY, IL",33,-,-
,"ALEXANDER, IL",240,-,-
,"BOONE, AR",779,-,-
,"MARSHALL, KS",169,-,-
,"DALLAS, AR",318,-,-
,"MCLEAN, KY",10 or fewer,-,-
,"CHARLTON, GA",379,-,-
,"PULASKI, IL",225,-,-
,"CLARK, IL",310,-,-
,"DICKINSON, IA",321,-,-
,"OSCEOLA, IA",440,-,-
,"SALINE, KS",68,-,-
,"HOWARD, IA",245,-,-
,"OHIO, KY",10 or fewer,-,-
,"RUSH, IN",250,-,-
,"LUCAS, IA",360,-,-
,"WASHINGTON, IL",204,-,-
,"TIFT, GA",359,-,-
,"MADISON, AR",1116,-,0.986%
,"MONROE, GA",359,-,-
,"CLAY, IA",385,-,-
,"COLQUITT, GA",370,-,-
,"BALDWIN, GA",240,-,-
,"UNION, IA",335,-,-
,"THOMAS, GA",354,-,-
,"ORANGE, IN",202,-,-
,"SWITZERLAND, IN",362,-,-
,"TAYLOR, FL",584,-,-
,"GREENE, IL",173,-,-
,"MONTGOMERY, KS",97,-,-
,"PUTNAM, IN",81,-,-
,"EARLY, GA",116,-,-
,"IDAHO, ID",215,-,-
,"CARIBOU, ID",178,-,-
,"VIGO, IN",118,-,-
,"CARROLL, IA",220,-,-
,"CONECUH, AL",244,-,-
,"CRAWFORD, IA",110,-,-
,"PAWNEE, KS",283,-,-
,"GREENE, IA",237,-,-
,"KOOTENAI, ID",123,-,-
,"ELLIS, KS",57,-,-
,"IDA, IA",272,-,-
,"CHICOT, AR",266,-,-
,"DAVIS, IA",305,-,-
,"BOURBON, KS",46,-,-
,"ELLIOTT, KY",10 or fewer,-,-
,"PIKE, AR",349,-,-
,"CLINCH, GA",352,-,-
,"GLADES, FL",297,-,-
,"MONROE, IL",98,-,-
,"ADAMS, IL",222,-,-
,"CARROLL, AR",860,-,-
,"GREENE, IN",100,-,-
,"JASPER, GA",470,-,-
,"BRACKEN, KY",10 or fewer,-,-
,"MARTIN, KY",10 or fewer,-,-
,"VAN BUREN, IA",266,-,-
,"MONROE, IA",304,-,-
,"COFFEE, GA",274,-,-
,"PIKE, AL",76,-,-
,"MORGAN, KY",10 or fewer,-,-
,"HUERFANO, CO",133,-,-
,"CARROLL, IN",233,-,-
,"CASS, IA",130,-,-
,"GRAHAM, AZ",198,-,-
,"GADSDEN, FL",399,-,-
,"TEHAMA, CA",75,-,-
,"FLOYD, IA",326,-,-
,"SEVIER, AR",487,-,-
,"MARSHALL, AL",38,-,-
,"KOSSUTH, IA",270,-,-
,"GALLATIN, KY",10 or fewer,-,-
,"HOWARD, AR",360,-,-
,"MONTGOMERY, AL",119,-,-
,"MARTIN, IN",131,-,-
,"CLAY, KS",57,-,-
,"LEE, AR",189,-,-
,"HICKMAN, KY",10 or fewer,-,-
,"HARRISON, IA",80,-,-
,"SULLIVAN, IN",205,-,-
,"CLEBURNE, AL",111,-,-
,"NEWTON, IN",125,-,-
,"YUMA, CO",244,-,-
,"TALLADEGA, AL",66,-,-
,"RUSSELL, AL",233,-,-
,"JEFFERSON, IL",62,-,-
,"LAWRENCE, IN",129,-,-
,"LITTLE RIVER, AR",279,-,-
,"WAKULLA, FL",377,-,-
,"ALAMOSA, CO",344,-,-
,"IZARD, AR",252,-,-
,"RIO GRANDE, CO",309,-,-
,"WASHINGTON, FL",210,-,-
,"BUTLER, KS",62,-,-
,"NICHOLAS, KY",10 or fewer,-,-
,"STONE, AR",245,-,-
,"WARE, GA",285,-,-
,"NEOSHO, KS",29,-,-
,"HANCOCK, KY",10 or fewer,-,-
,"JAY, IN",146,-,-
,"APACHE, AZ",28,-,-
,"MORRIS, KS",93,-,-
,"INYO, CA",79,-,-
,"ALLEN, KY",10 or fewer,-,-
,"SHELBY, AL",144,-,-
,"POPE, IL",77,-,-
,"SIMPSON, KY",10 or fewer,-,-
,"GALLATIN, IL",83,-,-
,"SHELBY, IA",58,-,-
,"OHIO, IN",281,-,-
,"ECHOLS, GA",222,-,-
,"BURKE, GA",196,-,-
,"GUNNISON, CO",171,-,-
,"JEFFERSON, ID",188,-,-
,"BLACKFORD, IN",143,-,-
,"LEWIS, KY",10 or fewer,-,-
,"RENO, KS",40,-,-
,"GILPIN, CO",165,-,-
,"MENIFEE, KY",10 or fewer,-,-
,"WOODRUFF, AR",228,-,-
,"LAURENS, GA",273,-,-
,"TAYLOR, IA",142,-,-
,"MADISON, ID",208,-,-
,"VERMILLION, IN",115,-,-
,"LAFAYETTE, FL",305,-,-
,"LIBERTY, GA",329,-,-
,"CALHOUN, AR",252,-,-
,"FRANKLIN, AL",135,-,-
,"MONTGOMERY, IA",54,-,-
,"DECATUR, GA",176,-,-
,"MONTEZUMA, CO",232,-,-
,"SCHUYLER, IL",124,-,-
,"MARENGO, AL",93,-,-
,"ADAIR, IA",210,-,-
,"CLINTON, IN",135,-,-
,"BULLOCH, GA",194,-,-
,"PEACH, GA",234,-,-
,"FULTON, AR",203,-,-
,"GREENWOOD, KS",121,-,-
,"EFFINGHAM, GA",180,-,-
,"CUSTER, ID",70,-,-
,"SEMINOLE, GA",64,-,-
,"MCDUFFIE, GA",237,-,-
,"FRANKLIN, ID",120,-,-
,"SEARCY, AR",175,-,-
,"WOLFE, KY",10 or fewer,-,-
,"MODOC, CA",103,-,12.6%
,"CUSTER, CO",100,-,-
,"WASHINGTON, KS",72,-,-
,"WAYNE, IA",149,-,-
,"LEE, GA",221,-,-
,"PALO ALTO, IA",174,-,-
,"GLENN, CA",29,-,-
,"NEZ PERCE, ID",111,-,-
,"CLEAR CREEK, CO",163,-,-
,"PULASKI, IN",94,-,-
,"BRYAN, GA",197,-,-
,"OWSLEY, KY",10 or fewer,-,-
,"HANCOCK, IA",160,-,-
,"LABETTE, KS",28,-,-
,"FREMONT, IA",30,-,-
,"MONTGOMERY, IN",87,-,-
,"MACON, AL",26,-,-
,"WINNEBAGO, IA",166,-,-
,"ONEIDA, ID",94,-,-
,"LOGAN, KY",10 or fewer,-,-
,"FRANKLIN, IA",170,-,-
,"HANCOCK, GA",115,-,-
,"SHERMAN, KS",227,-,-
,"JEFFERSON, GA",142,-,-
,"EDMONSON, KY",10 or fewer,-,-
,"HAMILTON, IL",51,-,-
,"BENT, CO",94,-,-
,"WARREN, IN",88,-,-
,"FAIRBANKS NORTH STAR, AK",61,-,-
,"BLOUNT, AL",43,-,-
,"KIT CARSON, CO",208,-,-
,"SAN MIGUEL, CO",80,-,-
,"CLAY, GA",48,-,-
,"WASHINGTON, GA",109,-,-
,"STAFFORD, KS",150,-,-
,"MCPHERSON, KS",22,-,-
,"CROWLEY, CO",94,-,-
,"RINGGOLD, IA",164,-,-
,"EMMET, IA",149,-,-
,"PHILLIPS, CO",111,-,-
,"MARION, AR",194,-,-
,"MONTGOMERY, AR",177,-,-
,"HALE, AL",116,-,-
,"PIKE, IL",81,-,-
,"ARCHULETA, CO",108,-,-
,"SAINT CLAIR, AL",73,-,-
,"FINNEY, KS",64,-,-
,"BEN HILL, GA",135,-,-
,"WASHINGTON, CO",96,-,-
,"RICE, KS",107,-,-
,"MATANUSKA SUSITNA, AK",75,-,-
,"GRADY, GA",194,-,-
,"CULLMAN, AL",31,-,-
,"LINCOLN, CO",198,-,-
,"JONES, GA",144,-,-
,"SCOTT, IL",113,-,-
,"TRINITY, CA",88,-,-
,"BRANTLEY, GA",215,-,-
,"HARDIN, IL",23,-,-
,"WILKES, GA",93,-,-
,"RIO BLANCO, CO",112,-,-
,"COLUSA, CA",165,-,-
,"RAWLINS, KS",123,-,-
,"PIERCE, GA",211,-,-
,"LOGAN, KS",152,-,-
,"SUMTER, GA",147,-,-
,"LA PAZ, AZ",21,-,-
,"CHEROKEE, KS",22,-,-
,"LAFAYETTE, AR",143,-,-
,"JEFFERSON, FL",145,-,-
,"MONO, CA",75,-,-
,"AUDUBON, IA",70,-,-
,"WILCOX, AL",22,-,-
,"RUSH, KS",88,-,-
,"TODD, KY",10 or fewer,-,-
,"RUSSELL, KS",39,-,-
,"CLAY, IN",37,-,-
,"LIMESTONE, AL",64,-,-
,"HARVEY, KS",19,-,-
,"TETON, ID",59,-,-
,"FREMONT, ID",51,-,-
,"BACA, CO",90,-,-
,"CONEJOS, CO",156,-,-
,"CALHOUN, FL",114,-,-
,"OWEN, IN",48,-,-
,"ATKINSON, GA",113,-,-
,"COWLEY, KS",17,-,-
,"GREENE, AL",112,-,-
,"KENAI PENINSULA, AK",34,-,-
,"LINCOLN, GA",78,-,-
,"CHASE, KS",99,-,-
,"COLBERT, AL",34,-,-
,"DECATUR, KS",47,-,-
,"WAYNE, GA",120,-,-
,"WOODSON, KS",19,-,-
,"ELMORE, AL",49,-,-
,"EMANUEL, GA",85,-,-
,"LEMHI, ID",36,-,-
,"WORTH, GA",112,-,-
,"CRISP, GA",125,-,-
,"REPUBLIC, KS",17,-,-
,"WALKER, AL",33,-,-
,"CLOUD, KS",20,-,-
,"FORD, KS",45,-,-
,"GULF, FL",90,-,-
,"BONNER, ID",19,-,-
,"MORGAN, AL",33,-,-
,"CAMAS, ID",70,-,-
,"MONROE, KY",10 or fewer,-,-
,"SHERIDAN, KS",78,-,-
,"MITCHELL, GA",101,-,-
,"CRENSHAW, AL",70,-,-
,"SEDGWICK, CO",42,-,-
,"LAKE, CO",127,-,-
,"LAUDERDALE, AL",40,-,-
,"DODGE, GA",131,-,-
,"JACKSON, CO",66,-,-
,"PARKE, IN",19,-,-
,"SIERRA, CA",48,-,-
,"NEWTON, AR",129,-,-
,"FRANKLIN, FL",68,-,-
,"ELLSWORTH, KS",38,-,-
,"WHITE, IN",22,-,-
,"MILLER, GA",37,-,-
,"METCALFE, KY",10 or fewer,-,-
,"CALHOUN, IL",34,-,-
,"NORTON, KS",22,-,-
,"MITCHELL, IA",91,-,-
,"PHILLIPS, KS",15,-,-
,"TOOMBS, GA",98,-,-
,"JUNEAU, AK",16,-,-
,"APPLING, GA",86,-,-
,"GREENLEE, AZ",84,-,-
,"TALBOT, GA",65,-,-
,"CHEYENNE, KS",76,-,-
,"SMITH, KS",11,-,-
,"ROBERTSON, KY",10 or fewer,-,-
,"COSTILLA, CO",67,-,-
,"WILSON, KS",16,-,-
,"SEWARD, KS",36,-,-
,"ADAMS, IA",68,-,-
,"BROWN, IL",43,-,-
,"CLAY, AL",25,-,-
,"WORTH, IA",77,-,-
,"OURAY, CO",27,-,-
,"FAYETTE, AL",51,-,-
,"BUTLER, AL",30,-,-
,"EDWARDS, KS",68,-,-
,"IRWIN, GA",59,-,-
,"MCINTOSH, GA",50,-,-
,"TALLAPOOSA, AL",10 or fewer,-,-
,"NESS, KS",24,-,-
,"BLECKLEY, GA",81,-,-
,"SAGUACHE, CO",40,-,-
,"CUMBERLAND, KY",10 or fewer,-,-
,"AUTAUGA, AL",37,-,-
,"WINSTON, AL",39,-,-
,"TURNER, GA",76,-,-
,"BENTON, IN",44,-,-
,"SUMNER, KS",10 or fewer,-,-
,"BULLOCK, AL",27,-,-
,"CLEARWATER, ID",26,-,-
,"BUTTE, ID",10 or fewer,-,-
,"BACON, GA",63,-,-
,"CALHOUN, GA",43,-,-
,None of the above,280828,0.075%,0.97%
,Total,4860573,0.111%,1.1%
≥ 10 and < 15 years,"COOK, IL",93683,0.408%,10.8%
,"SAN DIEGO, CA",34604,0.055%,4.8%
,"MARICOPA, AZ",33116,0.082%,5.7%
,"ORANGE, FL",51197,0.469%,7.2%
,"BROWARD, FL",32747,0.611%,6.1%
,"RIVERSIDE, CA",36037,0.619%,8.2%
,"MIAMI-DADE, FL",31157,0.552%,5.4%
,"HARTFORD, CT",37658,0.473%,9.6%
,"JEFFERSON, KY",10 or fewer,-,-
,"LOS ANGELES, CA",33511,0.093%,11.1%
,"NEW HAVEN, CT",29433,0.615%,8.6%
,"SANTA CLARA, CA",33801,0.399%,5.8%
,"HILLSBOROUGH, FL",19889,0.387%,8.9%
,"ALAMEDA, CA",32882,0.119%,8.1%
,"ORANGE, CA",21244,0.071%,5.3%
,"DUVAL, FL",29365,0.65%,10.6%
,"LEE, FL",24387,0.529%,10.5%
,"CONTRA COSTA, CA",30884,0.13%,8%
,"FRESNO, CA",22812,0.127%,10.7%
,"MARION, IN",29188,0.069%,12.3%
,"COBB, GA",28081,0.385%,6%
,"FAIRFIELD, CT",25151,0.656%,7.5%
,"EL PASO, CO",28895,0.671%,3.9%
,"DENVER, CO",27701,0.267%,7%
,"SAN BERNARDINO, CA",25877,0.877%,8.3%
,"FULTON, GA",30285,0.439%,5.5%
,"ADA, ID",23069,0.59%,4.9%
,"POLK, FL",19118,0.591%,10%
,"HONOLULU, HI",20217,0.475%,5.1%
,"ARAPAHOE, CO",22911,0.367%,5.1%
,"POLK, IA",20571,0.486%,9.3%
,"VOLUSIA, FL",11298,0.682%,11.2%
,"SAN FRANCISCO, CA",11911,0.134%,7.7%
,"DEKALB, GA",18611,0.559%,6%
,"JOHNSON, KS",8963,0.156%,6.1%
,"PULASKI, AR",16913,0.438%,9%
,"LAKE, FL",12762,0.517%,9.6%
,"LAKE, IL",12884,0.505%,6.8%
,"SEMINOLE, FL",14518,0.42%,6.8%
,"DUPAGE, IL",10827,0.619%,7%
,"KANE, IL",14163,0.374%,11.1%
,"SACRAMENTO, CA",14691,-,5.9%
,"OSCEOLA, FL",17777,0.546%,7.9%
,"PIMA, AZ",12599,0.794%,6.2%
,"GWINNETT, GA",23687,0.583%,5.9%
,"LARIMER, CO",13018,0.392%,4.2%
,"LAKE, IN",10049,0.358%,8.8%
,"ALLEN, IN",15291,0.497%,9.1%
,"WINNEBAGO, IL",12637,0.57%,10.4%
,"NEW LONDON, CT",11642,0.55%,8.9%
,"ADAMS, CO",17568,0.398%,6.6%
,"SAN MATEO, CA",15261,0.452%,5.4%
,"WELD, CO",14300,0.427%,6.2%
,"JEFFERSON, CO",13365,0.516%,4.1%
,"PALM BEACH, FL",8419,0.926%,7.6%
,"LINN, IA",12929,0.356%,8.7%
,"PINELLAS, FL",5724,-,9.2%
,"FAYETTE, KY",10 or fewer,-,-
,"MONTEREY, CA",15569,0.405%,12.9%
,"BOULDER, CO",10223,0.391%,3%
,"CANYON, ID",13031,0.737%,10.2%
,"ALACHUA, FL",10729,0.466%,9.7%
,"DOUGLAS, CO",13421,0.425%,2%
,"PASCO, FL",6479,0.309%,9.1%
,"HALL, GA",10408,0.355%,12%
,"KERN, CA",13029,0.123%,11.9%
,"NEW CASTLE, DE",21635,0.573%,9.4%
,"CHAMPAIGN, IL",10682,0.243%,8.7%
,"WILL, IL",6897,1%,8%
,"PEORIA, IL",10210,0.372%,9.6%
,"SHAWNEE, KS",9078,0.551%,9.6%
,"MARION, FL",8761,1%,10.5%
,"MCHENRY, IL",7664,0.339%,6.7%
,"SUSSEX, DE",7336,0.477%,13.7%
,"MCLEAN, IL",7829,0.422%,8.6%
,"VANDERBURGH, IN",7158,0.293%,10.5%
,"JOHNSON, IA",8390,0.429%,6%
,"MOBILE, AL",3567,-,15.3%
,"SAINT LUCIE, FL",3715,-,8%
,"CHEROKEE, GA",9525,0.546%,5.7%
,"MIDDLESEX, CT",6134,0.424%,7.3%
,"COLLIER, FL",8000,0.675%,8.7%
,"SAINT JOHNS, FL",9834,0.915%,4.6%
,"HAMILTON, IN",8311,-,3.8%
,"KENT, DE",7107,0.619%,11.5%
,"PAULDING, GA",7632,0.262%,8.3%
,"SAN JOAQUIN, CA",6605,-,5.2%
,"TAZEWELL, IL",7486,0.494%,9%
,"SONOMA, CA",9564,0.136%,11.4%
,"BALDWIN, AL",3834,-,9.3%
,"HARDIN, KY",10 or fewer,-,-
,"INDIAN RIVER, FL",3867,0.284%,8.9%
,"LITCHFIELD, CT",4576,0.721%,7.6%
,"BREVARD, FL",7898,0.823%,6.7%
,"ROCK ISLAND, IL",6162,0.487%,12.7%
,"DOUGLAS, GA",6014,0.532%,11.1%
,"CLARK, IN",5725,0.681%,13.1%
,"CLAY, FL",7657,0.836%,8.5%
,"SCOTT, IA",5744,1.1%,9.1%
,"SAINT CLAIR, IL",2684,-,7.6%
,"TOLLAND, CT",4551,0.374%,6.7%
,"SANGAMON, IL",3839,0.729%,9.1%
,"LOWNDES, GA",3913,0.588%,6.4%
,"WYANDOTTE, KS",3675,-,12.6%
,"ST JOSEPH, IN",3192,0.439%,11.3%
,"LA SALLE, IL",4401,0.341%,11.8%
,"MARTIN, FL",2558,-,6.9%
,"KENDALL, IL",4777,0.461%,8.3%
,"TWIN FALLS, ID",4203,0.595%,7.1%
,"WINDHAM, CT",4016,0.498%,11.6%
,"MADISON, IN",4607,-,12.5%
,"FLAGLER, FL",2841,0.422%,9.6%
,"BULLITT, KY",10 or fewer,-,-
,"WOODBURY, IA",4630,0.691%,12.8%
,"NASSAU, FL",3512,0.74%,9.7%
,"HUMBOLDT, CA",4897,0.245%,8%
,"JOHNSON, IN",4318,-,7.2%
,"SUMTER, FL",1313,-,11.3%
,"BARTHOLOMEW, IN",3852,-,10.3%
,"BLACK HAWK, IA",3557,0.815%,12.2%
,"CLAYTON, GA",6356,0.708%,8.7%
,"SOLANO, CA",3986,-,10.2%
,"VERMILION, IL",4285,0.35%,12.2%
,"MADISON, IL",1962,-,8.8%
,"PUEBLO, CO",3058,1.1%,10.4%
,"MADISON, KY",10 or fewer,-,-
,"SALINE, AR",3582,0.81%,8.2%
,"SANTA CRUZ, CA",3611,0.775%,10.6%
,"CRAIGHEAD, AR",3775,0.53%,10.9%
,"HENRY, GA",6534,0.582%,7.5%
,"SEBASTIAN, AR",3847,0.832%,12.7%
,"FORSYTH, GA",7501,0.453%,3.2%
,"MCCRACKEN, KY",10 or fewer,-,-
,"KENTON, KY",10 or fewer,-,-
,"KAUAI, HI",3278,-,7%
,"PORTER, IN",1763,-,6.6%
,"MACON, IL",2303,0.738%,10.9%
,"MARIN, CA",4614,-,7.9%
,"FLOYD, IN",2925,0.684%,11.7%
,"FAULKNER, AR",3175,0.85%,9.7%
,"BARROW, GA",3492,0.515%,9.5%
,"JACKSON, GA",3942,0.609%,7%
,"BANNOCK, ID",1661,-,6.7%
,"DUBUQUE, IA",2769,0.542%,7.2%
,"HIGHLANDS, FL",1304,0.92%,11.8%
,"TROUP, GA",2569,-,7.8%
,"OLDHAM, KY",10 or fewer,-,-
,"PINAL, AZ",3974,-,2.8%
,"WASHINGTON, AR",6770,0.547%,8.8%
,"MADERA, CA",1220,-,6.3%
,"WARRICK, IN",3170,-,7.2%
,"HOUSTON, AL",778,-,7.5%
,"MESA, CO",2187,0.594%,4.9%
,"LONOKE, AR",2672,0.823%,7.7%
,"WHITFIELD, GA",2036,0.835%,17.8%
,"BOONE, KY",10 or fewer,-,-
,"HOWARD, IN",2751,-,14.8%
,"TULARE, CA",1119,-,7.5%
,"BARTOW, GA",2338,0.813%,8.8%
,"HANCOCK, IN",2811,-,7.6%
,"PIKE, KY",10 or fewer,-,-
,"DALLAS, IA",3321,0.693%,6%
,"BOONE, IL",2531,0.474%,9.9%
,"HAWAII, HI",3538,0.876%,10.2%
,"KNOX, IL",2281,0.658%,11.7%
,"PLACER, CA",1615,-,2.5%
,"WAYNE, IN",2490,-,13.6%
,"STANISLAUS, CA",1541,-,4.1%
,"BENTON, AR",6493,1.2%,7.1%
,"HENDERSON, KY",10 or fewer,-,-
,"JESSAMINE, KY",10 or fewer,-,-
,"CRAWFORD, AR",2600,0.538%,11.1%
,"SHELBY, KY",10 or fewer,-,-
,"CAMPBELL, KY",10 or fewer,-,-
,"HOPKINS, KY",10 or fewer,-,-
,"SANTA BARBARA, CA",2142,-,13.7%
,"FRANKLIN, KY",10 or fewer,-,-
,"BROOMFIELD, CO",2306,0.65%,2.7%
,"YOLO, CA",2377,-,5.9%
,"SPALDING, GA",1434,0.907%,10.6%
,"HABERSHAM, GA",2176,0.506%,13.6%
,"WHITLEY, KY",10 or fewer,-,-
,"HERNANDO, FL",1214,-,9.6%
,"MUSCATINE, IA",2367,0.465%,13.9%
,"GORDON, GA",1851,0.648%,14.5%
,"NOBLE, IN",2208,0.498%,10.6%
,"NELSON, KY",10 or fewer,-,-
,"EL DORADO, CA",1156,-,2.1%
,"LEAVENWORTH, KS",889,-,8.3%
,"KNOX, IN",2132,-,13.5%
,"WOODFORD, IL",2180,-,7.8%
,"HENRY, IL",1654,0.967%,11.4%
,"VENTURA, CA",1264,-,-
,"CHARLOTTE, FL",2066,0.774%,8.2%
,"ELKHART, IN",1751,0.628%,11.5%
,"CITRUS, FL",1561,1.2%,10.3%
,"CLARKE, GA",1150,1%,13%
,"WEBSTER, IA",1889,-,12.4%
,"JEFFERSON, AR",2134,0.609%,13.9%
,"MENDOCINO, CA",2289,-,6.8%
,"KOSCIUSKO, IN",1838,-,10.7%
,"HUNTINGTON, IN",1998,-,10.1%
,"FLOYD, GA",1067,1.6%,13.1%
,"GIBSON, IN",1959,-,10.7%
,"OGLE, IL",1711,-,7.5%
,"BOURBON, KY",10 or fewer,-,-
,"HARRISON, IN",1496,1%,10%
,"CARROLL, GA",2157,1.5%,12%
,"LAUREL, KY",10 or fewer,-,-
,"WHITLEY, IN",1771,-,8.7%
,"MARSHALL, IN",1562,-,11.7%
,"CLARK, KY",10 or fewer,-,-
,"LIVINGSTON, IL",1566,-,13.3%
,"CRITTENDEN, AR",1140,-,13.4%
,"EFFINGHAM, IL",1257,-,7.4%
,"WARREN, IA",1885,1.1%,7.7%
,"MARSHALL, IA",1577,-,12.4%
,"SARASOTA, FL",1080,-,8.7%
,"ELMORE, ID",1639,0.671%,6.4%
,"CLINTON, IL",1374,-,6.6%
,"DOUGLAS, KS",478,-,7.5%
,"CATOOSA, GA",1112,-,10.4%
,"BUREAU, IL",1335,-,10%
,"WALKER, GA",1319,1.4%,12.1%
,"MERCED, CA",927,-,11.8%
,"SCOTT, KY",10 or fewer,-,-
,"DEKALB, IL",1089,1.1%,9.7%
,"MANATEE, FL",562,-,6.9%
,"MARSHALL, KY",10 or fewer,-,-
,"WALTON, GA",2282,1.1%,8%
,"DEARBORN, IN",1625,0.8%,7.7%
,"PULASKI, KY",10 or fewer,-,-
,"HENDRICKS, IN",1162,-,9.1%
,"WABASH, IN",1481,-,10.7%
,"WHITE, GA",1283,-,11%
,"LUMPKIN, GA",1188,-,8.5%
,"DAVIESS, KY",10 or fewer,-,-
,"BLAINE, ID",1226,-,5.3%
,"WHITE, AR",1310,1.1%,10.2%
,"RICHMOND, GA",1002,-,15.6%
,"COLUMBIA, FL",1495,0.803%,10.8%
,"COLES, IL",1212,-,7.8%
,"STEPHENS, GA",1471,-,13.1%
,"PAYETTE, ID",1301,-,9.1%
,"COWETA, GA",1691,1.7%,8%
,"COFFEE, AL",1178,-,10.4%
,"FAYETTE, GA",2074,0.723%,6.2%
,"MURRAY, GA",933,-,16.4%
,"GRAVES, KY",10 or fewer,-,-
,"LEVY, FL",1296,1.2%,12.4%
,"CAMDEN, GA",1343,1%,8.7%
,"GEARY, KS",877,-,12.5%
,"STEUBEN, IN",876,-,10%
,"GREENE, AR",892,-,11.5%
,"DAWSON, GA",1355,-,7.5%
,"PUTNAM, FL",1550,-,12.4%
,"LYON, KS",1029,-,10.5%
,"KNOX, KY",10 or fewer,-,-
,"YAVAPAI, AZ",238,-,-
,"JEROME, ID",1179,-,10%
,"NAPA, CA",1387,-,13.3%
,"RILEY, KS",295,-,7.1%
,"NEWTON, GA",1962,1.2%,11.8%
,"CLEBURNE, AR",835,-,10.5%
,"FLOYD, KY",10 or fewer,-,-
,"BARTON, KS",1220,-,10.8%
,"POSEY, IN",1189,-,7.8%
,"POTTAWATTAMIE, IA",472,-,10.6%
,"GARLAND, AR",991,1.5%,10.4%
,"ROUTT, CO",893,-,2.7%
,"MACOUPIN, IL",599,-,9.3%
,"HOT SPRING, AR",826,-,14.2%
,"FULTON, IL",697,-,10%
,"LAGRANGE, IN",1059,-,7.7%
,"MEADE, KY",10 or fewer,-,-
,"COLUMBIA, GA",1297,-,8.6%
,"DALE, AL",283,-,8.1%
,"ROCKDALE, GA",1487,-,9.9%
,"KINGS, CA",352,-,9.4%
,"BENTON, IA",1172,-,8.3%
,"ESCAMBIA, FL",2823,0.956%,9.5%
,"ANDERSON, KY",10 or fewer,-,-
,"HENRY, KY",10 or fewer,-,-
,"WAPELLO, IA",1330,-,13.8%
,"SIOUX, IA",1190,-,4.9%
,"TELLER, CO",658,-,3.5%
,"FAYETTE, IN",980,-,15.5%
,"CLAY, KY",10 or fewer,-,-
,"STORY, IA",1090,-,7.4%
,"FRANKLIN, GA",940,-,13.6%
,"DELAWARE, IN",528,-,11.2%
,"HENDRY, FL",1075,-,13.8%
,"MAHASKA, IA",1070,-,8.5%
,"BUENA VISTA, IA",1284,-,12.1%
,"LEON, FL",1164,-,8.8%
,"DES MOINES, IA",1202,-,11.1%
,"JEFFERSON, IN",581,-,11.4%
,"CLARK, AR",706,-,13.9%
,"MONTGOMERY, IL",540,-,7.8%
,"POLK, GA",707,-,8.6%
,"CLINTON, IA",953,1.4%,9.3%
,"SPENCER, KY",10 or fewer,-,-
,"BANKS, GA",810,-,11%
,"WASHINGTON, IN",561,-,12.3%
,"CHRISTIAN, IL",500,-,8.6%
,"POPE, AR",775,-,9.4%
,"ARKANSAS, AR",872,-,20.8%
,"COCHISE, AZ",461,3.7%,7.6%
,"WASHINGTON, IA",1000,-,7.3%
,"MUHLENBERG, KY",10 or fewer,-,-
,"DOUGLAS, IL",792,-,7.6%
,"HART, GA",629,-,13.5%
,"POINSETT, AR",718,-,13.2%
,"JONES, IA",938,-,10.9%
,"PIATT, IL",841,-,6.3%
,"SAN BENITO, CA",913,1.8%,10.5%
,"MORGAN, IN",604,-,7.3%
,"RICHLAND, IL",854,-,9.8%
,"POWESHIEK, IA",624,-,9.6%
,"CHRISTIAN, KY",10 or fewer,-,-
,"BUTTS, GA",814,-,8.7%
,"WARREN, IL",843,-,10.8%
,"MISSISSIPPI, AR",442,-,11.5%
,"OUACHITA, AR",761,-,18.4%
,"TUSCALOOSA, AL",721,-,17.3%
,"OSAGE, KS",776,-,7.9%
